frequency_GHz,gain_dB,frequency_GHz,gain_dB,frequency_GHz,gain_dB
,,,,8.181,8.648000818
,,,,8.182,8.555841322
,,,,8.183,8.46176678
,,,,8.184,8.365757099
,,,,8.185,8.26779466
,,,,8.186,8.16786438
,,,,8.187,8.065953777
,,,,8.188,7.962053009
,,,,8.189,7.856154916
,,,,8.19,7.748255044
,,,,8.191,7.638351668
,,,,8.192,7.526445797
,,,,8.193,7.412541186
,,,,8.194,7.296644325
,,,,8.195,7.178764441
,,,,8.196,7.058913488
,,,,8.197,6.937106133
,,,,8.198,6.813359758
,,,,8.199,6.68769445
,,,,8.2,6.560133013
,,,,8.201,6.430700975
,,,,8.202,6.299426627
,,,,8.203,6.166341059
,,,,8.204,6.031478237
,,,,8.205,5.894875089
,,,,8.206,5.756571633
,,,,8.207,5.616611135
,,,,8.208,5.475040306
,,,,8.209,5.331909549
,,,,8.21,5.187273252
,,,,8.211,5.041190145
,,,,8.212,4.893723716
,,,,8.213,4.7449427
,,,,8.214,4.594921643
,,,,8.215,4.443741549
,,,,8.216,4.29149062
,,,,8.217,4.138265088
,,,,8.218,3.984170146
,,,,8.219,3.829320992
,,,,8.22,3.673843965
,,,,8.221,3.517877803
,,,,8.222,3.361574999
,,,,8.223,3.205103248
,,,,8.224,3.048646996
,,,,8.225,2.892409044
,,,,8.226,2.736612204
,,,,8.227,2.581500965
,,,,8.228,2.427343127
,,,,8.229,2.274431349
,,,,8.23,2.12308454
,,,,8.231,1.973649009
,,,,8.232,1.826499284
,,,,8.233,1.682038481
,,,,8.234,1.540698101
,,,,8.235,1.40293712
,,,,8.236,1.269240238
,,,,8.237,1.140115139
,,,,8.238,1.016088649
,,,,8.239,0.897701691
,,,,8.24,0.785502961
,,,,8.241,0.680041327
,,,,8.242,0.581857013
,,,,8.243,0.491471684
,,,,8.244,0.409377684
,,,,8.245,0.336026731
,,,,8.246,0.271818467
,,,,8.247,0.217089361
,,,,8.248,0.172102442
,,,,8.249,0.137038426
,,,,8.25,0.111988703
,,,,8.251,0.096950611
,,,,8.252,0.091825296
,,,,8.253,0.096418334
,,,,8.254,0.110443088
,,,,8.255,0.133526663
,,,,8.256,0.165218133
,,,,8.257,0.204998607
,,,,8.258,0.252292633
,,,,8.259,0.306480373
,,,,8.26,0.366910005
,,,,8.261,0.43290984
,,,,8.262,0.503799714
,,,,8.263,0.578901298
,,,,8.264,0.657547075
,,,,8.265,0.739087817
,,,,8.266,0.822898495
,,,,8.267,0.908382628
,,,,8.268,0.994975123
,,,,8.269,1.082143747
,,,,8.27,1.169389344
,,,,8.271,1.256244984
,,,,8.272,1.342274205
,,,,8.273,1.427068531
,,,,8.274,1.510244433
,,,,8.275,1.591439913
,,,,8.276,1.670310868
,,,,8.277,1.7465274
,,,,8.278,1.819770237
,,,,8.279,1.889727432
,,,,8.28,1.956091499
,,,,8.281,2.01855718
,,,,8.282,2.07682
,,,,8.283,2.130575812
,,,,8.284,2.179521494
,,,,8.285,2.223356946
,,,,8.286,2.26178852
,,,,8.287,2.29453392
,,,,8.288,2.321328559
,,,,8.289,2.341933228
,,,,8.29,2.356142809
,,,,8.291,2.363795616
,,,,8.292,2.364782801
,,,,8.293,2.359057159
,,,,8.294,2.346640559
,,,,8.295,2.327629261
,,,,8.296,2.302196434
,,,,8.297,2.270591397
,,,,8.298,2.233135379
,,,,8.299,2.19021394
,,,,8.3,2.142266611
,,,,8.301,2.089774661
,,,,8.302,2.033248295
,,,,8.303,1.973214775
,,,,8.304,1.910209144
,,,,8.305,1.844769203
,,,,8.306,1.777436261
,,,,8.307,1.708762867
,,,,8.308,1.639328212
,,,,8.309,1.569761124
,,,,8.31,1.500769398
,,,,8.311,1.433172589
,,,,8.312,1.367933325
,,,,8.313,1.306179812
,,,,8.314,1.249210119
,,,,8.315,1.198468059
,,,,8.316,1.155482331
,,,,8.317,1.121766326
,,,,8.318,1.098685651
,,,,8.319,1.087312043
,,,,8.32,1.088291584
,,,,8.321,1.101757
,,,,8.322,1.127305229
,,,,8.323,1.164044184
,,,,8.324,1.210692889
,,,,8.325,1.265704764
,,,,8.326,1.327379621
,,,,8.327,1.393936127
,,,,8.328,1.463529638
,,,,8.329,1.53421685
,,,,8.33,1.603886717
,,,,8.331,1.670196236
,,,,8.332,1.730567393
,,,,8.333,1.782307659
,,,,8.334,1.82289265
,,,,8.335,1.850380422
,,,,8.336,1.863827832
,,,,8.337,1.863514654
,,,,8.338,1.850827852
,,,,8.339,1.827821795
,,,,8.34,1.796648885
,,,,8.341,1.759131661
,,,,8.342,1.716703805
,,,,8.343,1.670848666
,,,,8.344,1.624025149
,,,,8.345,1.580770747
,,,,8.346,1.548126583
,,,,8.347,1.534242181
,,,,8.348,1.545148881
,,,,8.349,1.581967484
,,,,8.35,1.641041671
,,,,8.351,1.716435236
,,,,8.352,1.801930141
,,,,8.353,1.890663067
,,,,8.354,1.97315879
,,,,8.355,2.037484946
,,,,8.356,2.075120549
,,,,8.357,2.087062291
,,,,8.358,2.080341895
,,,,8.359,2.059830719
,,,,8.36,2.02779629
,,,,8.361,1.995172746
,,,,8.362,1.989160184
,,,,8.363,2.027550962
,,,,8.364,2.099620681
,,,,8.365,2.189331575
,,,,8.366,2.279579368
,,,,8.367,2.338025596
,,,,8.368,2.355076265
,,,,8.369,2.345399367
,,,,8.37,2.314593285
,,,,8.371,2.316627969
,,,,8.372,2.378736237
,,,,8.373,2.466404182
,,,,8.374,2.536840534
,,,,8.375,2.550154692
,,,,8.376,2.52448829
,,,,8.377,2.545127072
,,,,8.378,2.621016922
,,,,8.379,2.682324883
,,,,8.38,2.673177485
,,,,8.381,2.690945698
,,,,8.382,2.767302386
,,,,8.383,2.775177734
,,,,8.384,2.797294296
,,,,8.385,2.85222794
,,,,8.386,2.860767955
,,,,8.387,2.905429234
,,,,8.388,2.944904248
,,,,8.389,2.970398386
,,,,8.39,3.023942709
,,,,8.391,2.988204058
,,,,8.392,3.029783594
,,,,8.393,3.060788253
,,,,8.394,3.090235476
,,,,8.395,3.119430243
,,,,8.396,3.14890837
,,,,8.397,3.179014138
,,,,8.398,3.210041607
,,,,8.399,3.242280452
,,,,8.4,3.276034922
,,,,8.401,3.311633143
,,,,8.402,3.349431719
,,,,8.403,3.389816477
,,,,8.404,3.433197882
,,,,8.405,3.479996844
,,,,8.406,3.53061154
,,,,8.407,3.585344799
,,,,8.408,3.644247193
,,,,8.409,3.706791338
,,,,8.41,3.771560901
,,,,8.411,3.84936171
,,,,8.412,4.515574477
,,,,8.413,4.224701899
,,,,8.414,4.282708839
,,,,8.415,4.28297058
,,,,8.416,4.303571986
,,,,8.417,3.991101568
,,,,8.418,3.370986986
,,,,8.419,0.555963607
,,,,8.42,-1.023628056
,,,,8.421,-1.150820572
,,,,8.422,-0.872091506
,,,,8.423,-1.808448042
,,,,8.424,-2.664974186
,,,,8.425,-3.257510307
,,,,8.426,-3.060247002
,,,,8.427,-2.870037344
,,,,8.428,-2.303440885
,,,,8.429,-1.96485565
,,,,8.43,-1.654640493
,,,,8.431,-1.190995308
,,,,8.432,-0.975653143
,,,,8.433,-0.855520705
,,,,8.434,-0.626112431
,,,,8.435,-0.334847468
,,,,8.436,-0.21058616
,,,,8.437,-0.19099146
,,,,8.438,-0.17191545
,,,,8.439,-0.035840836
,,,,8.44,0.170829769
,,,,8.441,0.317753515
,,,,8.442,0.362233683
,,,,8.443,0.329428127
,,,,8.444,0.264006826
,,,,8.445,0.245363765
,,,,8.446,0.311802206
,,,,8.447,0.448643311
,,,,8.448,0.609286998
,,,,8.449,0.739208132
,,,,8.45,0.811156066
,,,,8.451,0.823071962
,,,,8.452,0.781262488
,,,,8.453,0.70107923
,,,,8.454,0.610875854
,,,,8.455,0.542722423
,,,,8.456,0.519126677
,,,,8.457,0.549239525
,,,,8.458,0.631240821
,,,,8.459,0.754183992
,,,,8.46,0.900051611
,,,,8.461,1.048487159
,,,,8.462,1.182359473
,,,,8.463,1.290544879
,,,,8.464,1.367307874
,,,,8.465,1.410365592
,,,,8.466,1.41952284
,,,,8.467,1.396358976
,,,,8.468,1.344507895
,,,,8.469,1.269862781
,,,,8.47,1.180292899
,,,,8.471,1.084876626
,,,,8.472,0.992948128
,,,,8.473,0.913273224
,,,,8.474,0.853486282
,,,,8.475,0.819728947
,,,,8.476,0.816366897
,,,,8.477,0.845725143
,,,,8.478,0.907893442
,,,,8.479,1.00071968
,,,,8.48,1.12008284
,,,,8.481,1.260436803
,,,,8.482,1.415508565
,,,,8.483,1.578984848
,,,,8.484,1.745048115
,,,,8.485,1.908696723
,,,,8.486,2.065858415
,,,,8.487,2.213351871
,,,,8.488,2.348763171
,,,,8.489,2.470293633
,,,,8.49,2.57661634
,,,,8.491,2.666760175
,,,,8.492,2.740026596
,,,,8.493,2.795936161
,,,,8.494,2.834198005
,,,,8.495,2.854694603
,,,,8.496,2.857475054
,,,,8.497,2.842751897
,,,,8.498,2.810898503
,,,,8.499,2.762446006
,,,,8.5,2.698080214
,,,,8.501,2.618639941
,,,,8.502,2.525118636
,,,,8.503,2.41867109
,,,,8.504,2.300626542
,,,,8.505,2.172508674
,,,,8.506,2.036061942
,,,,8.507,1.893282433
,,,,8.508,1.746449983
,,,,8.509,1.598156731
,,,,8.51,1.451325585
,,,,8.511,1.309210615
,,,,8.512,1.175370387
,,,,8.513,1.053605449
,,,,8.514,0.947853172
,,,,8.515,0.862037723
,,,,8.516,0.799880126
,,,,8.517,0.764682519
,,,,8.518,0.759109867
,,,,8.519,0.784998613
,,,,8.52,0.843222177
,,,,8.521,0.933636242
,,,,8.522,1.055113496
,,,,8.523,1.205661371
,,,,8.524,1.382602216
,,,,8.525,1.582787022
,,,,8.526,1.802812916
,,,,8.527,2.039219917
,,,,8.528,2.288651128
,,,,8.529,2.54796974
,,,,8.53,2.81433363
,,,,8.531,3.085233227
,,,,8.532,3.358500564
,,,,8.533,3.632297775
,,,,8.534,3.905092405
,,,,8.535,4.175625477
,,,,8.536,4.442876714
,,,,8.537,4.706029941
,,,,8.538,4.964440557
,,,,8.539,5.217606144
,,,,8.54,5.465140659
,,,,8.541,5.706752305
,,,,8.542,5.942224893
,,,,8.543,6.171402411
,,,,8.544,6.394176429
,,,,8.545,6.610475981
,,,,8.546,6.820259531
,,,,8.547,7.023508727
,,,,8.548,7.220223602
,,,,8.549,7.410418991
,,,,8.55,7.594121904
,,,,8.551,7.771369687
,,,,8.552,7.94220877
,,,,8.553,8.106693893
,,,,8.554,8.264887663
,,,,8.555,8.41686035
,,,,8.556,8.562689851
,,,,8.557,8.702461732
,,,,8.558,8.836269308
,,,,8.559,8.96421371
,,,,8.56,9.08640391
,,,,8.561,9.202956669
,,,,8.562,9.313996405
,,,,8.563,9.41965496
,,,,8.564,9.52007126
,,,,8.565,9.615390881
,,,,8.566,9.705765511
,,,,8.567,9.791352324
,,,,8.568,9.872313281
,,,,8.569,9.948814355
,,,,8.57,10.02102472
,,,,8.571,10.08911587
,,,,8.572,10.15326078
,,,,8.573,10.21363298
,,,,8.574,10.27040569
,,,,8.575,10.32375092
,,,,8.576,10.3738387
,,,,8.577,10.42083621
,,,,8.578,10.46490706
,,,,8.579,10.50621058
,,,,8.58,10.54490114
,,,,8.581,10.58112762
,,,,8.582,10.6150328
,,,,8.583,10.64675296
,,,,8.584,10.6764174
,,,,8.585,10.70414816
,,,,8.586,10.73005963
,,,,8.587,10.75425836
,,,,8.588,10.77684283
,,,,8.589,10.79790331
,,,,8.59,10.8175217
,,,,8.591,10.83577146
,,,,8.592,10.85271756
,,,,8.593,10.86841642
,,,,8.594,10.88291593
,,,,8.595,10.8962554
,,,,8.596,10.90846562
,,,,8.597,10.91956889
,,,,8.598,10.92957901
,,,,8.599,10.93850137
,,,,8.6,10.94633294
,,,,8.601,10.95306237
,,,,8.602,10.95867001
,,,,8.603,10.96312793
,,,,8.604,10.96640001
,,,,8.605,10.96844197
,,,,8.606,10.96920142
,,,,8.607,10.96861789
,,,,8.608,10.96662295
,,,,8.609,10.96314021
,,,,8.61,10.95808542
,,,,8.611,10.95136659
,,,,8.612,10.94288403
,,,,8.613,10.93253055
,,,,8.614,10.92019155
,,,,8.615,10.90574525
,,,,8.616,10.88906286
,,,,8.617,10.87000883
,,,,8.618,10.84844117
,,,,8.619,10.82421175
,,,,8.62,10.79716667
,,,,8.621,10.76714671
,,,,8.622,10.73398779
,,,,8.623,10.69752147
,,,,8.624,10.65757558
,,,,8.625,10.6139748
,,,,8.626,10.56654132
,,,,8.627,10.51509562
,,,,8.628,10.45945712
,,,,8.629,10.39944503
,,,,8.63,10.33487912
,,,,8.631,10.26558051
,,,,8.632,10.19137249
,,,,8.633,10.11208125
,,,,8.634,10.02753671
,,,,8.635,9.937573143
,,,,8.636,9.842029851
,,,,8.637,9.740751728
,,,,8.638,9.633589722
,,,,8.639,9.520401213
,,,,8.64,9.401050272
,,,,8.641,9.275407793
,,,,8.642,9.143351519
,,,,8.643,9.004765929
,,,,8.644,8.859542019
,,,,8.645,8.707576974
,,,,8.646,8.548773755
,,,,8.647,8.383040622
,,,,8.648,8.210290634
,,,,8.649,8.030441161
,,,,8.65,7.843413477
,,,,8.651,7.649132483
,,,,8.652,7.447526668
,,,,8.653,7.238528386
,,,,8.654,7.02207459
,,,,8.655,6.798108173
,,,,8.656,6.566580089
,,,,8.657,6.327452479
,,,,8.658,6.08070308
,,,,8.659,5.826331211
,,,,8.66,5.564365744
,,,,8.661,5.294875496
,,,,8.662,5.017982558
,,,,8.663,4.733879179
,,,,8.664,4.44284884
,,,,8.665,4.145292219
,,,,8.666,3.841758694
,,,,8.667,3.532983929
,,,,8.668,3.219933749
,,,,8.669,2.903853973
,,,,8.67,2.586324938
,,,,8.671,2.26931799
,,,,8.672,1.955249182
,,,,8.673,1.647022733
,,,,8.674,1.348053647
,,,,8.675,1.062255781
,,,,8.676,0.793979627
,,,,8.677,0.547884664
,,,,8.678,0.328736255
,,,,8.679,0.141128095
,,,,8.68,-0.010851996
,,,,8.681,-0.123975806
,,,,8.682,-0.196195066
,,,,8.683,-0.226870908
,,,,8.684,-0.21686658
,,,,8.685,-0.168484136
,,,,8.686,-0.085259223
,,,,8.687,0.028343505
,,,,8.688,0.167277453
,,,,8.689,0.326248936
,,,,8.69,0.499999681
,,,,8.691,0.68351627
,,,,8.692,0.87216352
,,,,8.693,1.061751073
,,,,8.694,1.248548637
,,,,8.695,1.429266695
,,,,8.696,1.601017767
,,,,8.697,1.761270274
,,,,8.698,1.907803632
,,,,8.699,2.03867006
,,,,8.7,2.152165939
,,,,8.701,2.246813348
,,,,8.702,2.321350728
,,,,8.703,2.374730313
,,,,8.704,2.40611918
,,,,8.705,2.414900533
,,,,8.706,2.400672175
,,,,8.707,2.363240293
,,,,8.708,2.302608517
,,,,8.709,2.218964904
,,,,8.71,2.112672757
,,,,8.711,1.984275016
,,,,8.712,1.834525934
,,,,8.713,1.66446726
,,,,8.714,1.475568018
,,,,8.715,1.269945049
,,,,8.716,1.050672141
,,,,8.717,0.822164319
,,,,8.718,0.590585901
,,,,8.719,0.364175833
,,,,8.72,0.153321655
,,,,8.721,-0.029826326
,,,,8.722,-0.172377387
,,,,8.723,-0.262384909
,,,,8.724,-0.290953696
,,,,8.725,-0.25426023
,,,,8.726,-0.154881184
,,,,8.727,-0.002014997
,,,,8.728,0.189445523
,,,,8.729,0.400719449
,,,,8.73,0.611454195
,,,,8.731,0.802221953
,,,,8.732,0.956855272
,,,,8.733,1.064158264
,,,,8.734,1.118451345
,,,,8.735,1.118606238
,,,,8.736,1.065773706
,,,,8.737,0.960743282
,,,,8.738,0.802589617
,,,,8.739,0.590701538
,,,,8.74,0.331725238
,,,,8.741,0.050004487
,,,,8.742,-0.205407188
,,,,8.743,-0.367837388
,,,,8.744,-0.379486351
,,,,8.745,-0.226951122
,,,,8.746,0.039162955
,,,,8.747,0.323152093
,,,,8.748,0.538124715
,,,,8.749,0.652042167
,,,,8.75,0.675654764
,,,,8.751,0.600901512
,,,,8.752,0.369171076
,,,,8.753,-0.036775842
,,,,8.754,-0.433968267
,,,,8.755,-0.513156538
,,,,8.756,-0.21002036
,,,,8.757,0.154558842
,,,,8.758,0.366028204
,,,,8.759,0.494908308
,,,,8.76,0.297396534
,,,,8.761,-0.398213614
,,,,8.762,-0.662069086
,,,,8.763,-0.244560439
,,,,8.764,0.098951891
,,,,8.765,0.460821055
,,,,8.766,-0.382551646
,,,,8.767,-0.754201941
,,,,8.768,-0.451803278
,,,,8.769,0.445950744
,,,,8.77,-0.694378779
,,,,8.771,-1.218590192
,,,,8.772,0.253391902
,,,,8.773,-0.584035339
,,,,8.774,-1.18091759
,,,,8.775,0.071432765
,,,,8.776,-2.363920569
,,,,8.777,-0.688591758
,,,,8.778,-3.140009171
,,,,8.779,-9.224173244
,,,,8.78,-11.52985243
,,,,8.781,0.088690598
,,,,8.782,1.366407755
,,,,8.783,-1.063144451
,,,,8.784,-1.919524072
,,,,8.785,-0.631352191
,,,,8.786,-2.049088668
,,,,8.787,-2.12971776
,,,,8.788,-3.140715288
,,,,8.789,-57.05404816
,,,,8.79,-51.39014174
,,,,8.791,-49.19864366
,,,,8.792,-48.11117202
,,,,8.793,-47.58300581
,,,,8.794,-47.39352939
,,,,8.795,-47.43343648
,,,,8.796,-47.64319431
,,,,8.797,-47.98966147
,,,,8.798,-48.45590302
,,,,8.799,-49.03663916
,,,,8.8,-49.73667816
,,,,8.801,-50.57153035
,,,,8.802,-51.57049522
,,,,8.803,-52.78388794
,,,,8.804,-54.29921438
,,,,8.805,-56.2809478
,,,,8.806,-59.08902752
,,,,8.807,-63.78206316
,,,,8.808,-77.7313993
,,,,8.809,-7.661927443
,,,,8.81,-0.663407188
,,,,8.811,-0.827461936
,,,,8.812,-1.318996746
,,,,8.813,-1.617706019
,,,,8.814,-2.47049887
,,,,8.815,-2.190494112
,,,,8.816,-1.651381989
,,,,8.817,-0.470359166
,,,,8.818,-0.260961342
,,,,8.819,-1.43750479
,,,,8.82,-0.208706589
,,,,8.821,-0.926682618
,,,,8.822,-0.238454429
,,,,8.823,-0.949039728
,,,,8.824,-0.052683644
,,,,8.825,-0.808484166
,,,,8.826,-0.264562237
,,,,8.827,-0.115639019
,,,,8.828,-0.739014355
,,,,8.829,-0.393245024
,,,,8.83,-0.06269126
,,,,8.831,-0.422395726
,,,,8.832,-0.480726618
,,,,8.833,-0.082233664
,,,,8.834,0.07568142
,,,,8.835,-0.231361733
,,,,8.836,-0.495580938
,,,,8.837,-0.423519465
,,,,8.838,-0.176782679
,,,,8.839,-0.060149436
,,,,8.84,-0.14895047
,,,,8.841,-0.267005308
,,,,8.842,-0.255021723
,,,,8.843,-0.102774277
,,,,8.844,0.086482294
,,,,8.845,0.187086728
,,,,8.846,0.142331784
,,,,8.847,-0.006590969
,,,,8.848,-0.171198881
,,,,8.849,-0.2797842
,,,,8.85,-0.304683159
,,,,8.851,-0.258421238
,,,,8.852,-0.1771084
,,,,8.853,-0.100445379
,,,,8.854,-0.054270578
,,,,8.855,-0.042363769
,,,,8.856,-0.050341988
,,,,8.857,-0.056788707
,,,,8.858,-0.043736465
,,,,8.859,-0.002209338
,,,,8.86,0.066958337
,,,,8.861,0.155086129
,,,,8.862,0.248794973
,,,,8.863,0.333448408
,,,,8.864,0.396337883
,,,,8.865,0.429098907
,,,,8.866,0.428903234
,,,,8.867,0.398259387
,,,,8.868,0.343688584
,,,,8.869,0.273860588
,,,,8.87,0.197796471
,,,,8.871,0.123526933
,,,,8.872,0.057320087
,,,,8.873,0.003402972
,,,,8.874,-0.035971497
,,,,8.875,-0.060253177
,,,,8.876,-0.070221898
,,,,8.877,-0.067578866
,,,,8.878,-0.054543432
,,,,8.879,-0.033484482
,,,,8.88,-0.006610823
,,,,8.881,0.024258883
,,,,8.882,0.057833052
,,,,8.883,0.093388332
,,,,8.884,0.130725291
,,,,8.885,0.170060065
,,,,8.886,0.21187968
,,,,8.887,0.256788773
,,,,8.888,0.305370297
,,,,8.889,0.358074767
,,,,8.89,0.415144446
,,,,8.891,0.476572184
,,,,8.892,0.542090412
,,,,8.893,0.611183801
,,,,8.894,0.683118817
,,,,8.895,0.756984125
,,,,8.896,0.831736918
,,,,8.897,0.906251427
,,,,8.898,0.979366815
,,,,8.899,1.049932426
,,,,8.9,1.116848837
,,,,8.901,1.17910354
,,,,8.902,1.235800353
,,,,8.903,1.286181904
,,,,8.904,1.329644847
,,,,8.905,1.365747736
,,,,8.906,1.39421188
,,,,8.907,1.414915797
,,,,8.908,1.427884202
,,,,8.909,1.43327268
,,,,8.91,1.431349342
,,,,8.911,1.42247474
,,,,8.912,1.40708129
,,,,8.913,1.385653254
,,,,8.914,1.358708158
,,,,8.915,1.326780244
,,,,8.916,1.290406378
,,,,8.917,1.250114577
,,,,8.918,1.206415159
,,,,8.919,1.15979441
,,,,8.92,1.110710527
,,,,8.921,1.059591555
,,,,8.922,1.006835035
,,,,8.923,0.952809025
,,,,8.924,0.89785422
,,,,8.925,0.842286882
,,,,8.926,0.786402337
,,,,8.927,0.730478818
,,,,8.928,0.674781482
,,,,8.929,0.619566401
,,,,8.93,0.565084424
,,,,8.931,0.511584758
,,,,8.932,0.459318181
,,,,8.933,0.408539782
,,,,8.934,0.359511157
,,,,8.935,0.312501989
,,,,8.936,0.267790967
,,,,8.937,0.225665998
,,,,8.938,0.186423689
,,,,8.939,0.150368105
,,,,8.94,0.11780881
,,,,8.941,0.089058232
,,,,8.942,0.064428424
,,,,8.943,0.044227293
,,,,8.944,0.028754429
,,,,8.945,0.018296646
,,,,8.946,0.013123398
,,,,8.947,0.013482224
,,,,8.948,0.019594392
,,,,8.949,0.031650897
,,,,8.95,0.049808969
,,,,8.951,0.074189219
,,,,8.952,0.104873524
,,,,8.953,0.141903732
,,,,8.954,0.185281203
,,,,8.955,0.234967207
,,,,8.956,0.290884121
,,,,8.957,0.352917377
,,,,8.958,0.420918039
,,,,8.959,0.494705921
,,,,8.96,0.574073099
,,,,8.961,0.658787695
,,,,8.962,0.748597796
,,,,8.963,0.8432354
,,,,8.964,0.942420272
,,,,8.965,1.045863617
,,,,8.966,1.153271508
,,,,8.967,1.264348014
,,,,8.968,1.378797981
,,,,8.969,1.496329467
,,,,8.97,1.616655806
,,,,8.971,1.739497325
,,,,8.972,1.86458273
,,,,8.973,1.991650169
,,,,8.974,2.120448028
,,,,8.975,2.250735463
,,,,8.976,2.382282727
,,,,8.977,2.514871301
,,,,8.978,2.648293881
,,,,8.979,2.782354231
,,,,8.98,2.916866947
,,,,8.981,3.051657137
,,,,8.982,3.186560055
,,,,8.983,3.321420691
,,,,8.984,3.456093348
,,,,8.985,3.590441206
,,,,8.986,3.724335885
,,,,8.987,3.857657028
,,,,8.988,3.990291888
,,,,8.989,4.122134946
,,,,8.99,4.253087546
,,,,8.991,4.383057561
,,,,8.992,4.511959085
,,,,8.993,4.63971215
,,,,8.994,4.766242472
,,,,8.995,4.891481226
,,,,8.996,5.015364837
,,,,8.997,5.137834807
,,,,8.998,5.258837546
,,,,8.999,5.378324236
,,,,9,5.496250706
,,,,9.001,5.612577316
,,,,9.002,5.727268858
,,,,9.003,5.840294465
,,,,9.004,5.951627527
,,,,9.005,6.061245605
,,,,9.006,6.169130356
,,,,9.007,6.275267453
,,,,9.008,6.379646501
,,,,9.009,6.482260961
,,,,9.01,6.58310805
,,,,9.011,6.682188653
,,,,9.012,6.779507221
,,,,9.013,6.875071655
,,,,9.014,6.968893192
,,,,9.015,7.060986276
,,,,9.016,7.15136842
,,,,9.017,7.240060058
,,,,9.018,7.327084395
,,,,9.019,7.412467239
,,,,9.02,7.496236834
,,,,9.021,7.578423677
,,,,9.022,7.65906034
,,,,9.023,7.738181275
,,,,9.024,7.815822626
,,,,9.025,7.892022033
,,,,9.026,7.966818435
,,,,9.027,8.040251874
,,,,9.028,8.1123633
,,,,9.029,8.183194379
,,,,9.03,8.25278731
,,,,9.031,8.321184635
,,,,9.032,8.388429069
,,,,9.033,8.454563332
,,,,9.034,8.519629984
,,,,9.035,8.583671283
,,,,9.036,8.646729037
,,,,9.037,8.708844481
,,,,9.038,8.770058153
,,,,9.039,8.83040979
,,,,9.04,8.889938235
,,,,9.041,8.948681343
,,,,9.042,9.006675921
,,,,9.043,9.063957654
,,,,9.044,9.12056106
,,,,9.045,9.176519448
,,,,9.046,9.231864884
,,,,9.047,9.28662817
,,,,9.048,9.340838831
,,,,9.049,9.394525103
,,,,9.05,9.447713939
,,,,9.051,9.500431012
,,,,9.052,9.55270073
,,,,9.053,9.604546246
,,,,9.054,9.655989486
,,,,9.055,9.707051169
,,,,9.056,9.757750835
,,,,9.057,9.808106874
,,,,9.058,9.858136553
,,,,9.059,9.907856055
,,,,9.06,9.957280503
,,,,9.061,10.006424
,,,,9.062,10.05529965
,,,,9.063,10.10391961
,,,,9.064,10.15229511
,,,,9.065,10.20043646
,,,,9.066,10.24835313
,,,,9.067,10.29605374
,,,,9.068,10.3435461
,,,,9.069,10.39083722
,,,,9.07,10.43793338
,,,,9.071,10.48484009
,,,,9.072,10.53156216
,,,,9.073,10.57810369
,,,,9.074,10.62446811
,,,,9.075,10.67065819
,,,,9.076,10.71667604
,,,,9.077,10.76252316
,,,,9.078,10.80820041
,,,,9.079,10.85370805
,,,,9.08,10.89904574
,,,,9.081,10.94421258
,,,,9.082,10.98920706
,,,,9.083,11.03402713
,,,,9.084,11.07867015
,,,,9.085,11.12313296
,,,,9.086,11.16741184
,,,,9.087,11.21150253
,,,,9.088,11.25540025
,,,,9.089,11.29909969
,,,,9.09,11.34259503
,,,,9.091,11.38587993
,,,,9.092,11.42894758
,,,,9.093,11.47179066
,,,,9.094,11.51440139
,,,,9.095,11.55677149
,,,,9.096,11.59889229
,,,,9.097,11.64075462
,,,,9.098,11.68234895
,,,,9.099,11.72366532
,,,,9.1,11.76469341
,,,,9.101,11.80542253
,,,,9.102,11.84584169
,,,,9.103,11.88593959
,,,,9.104,11.92570469
,,,,9.105,11.96512519
,,,,9.106,12.00418914
,,,,9.107,12.04288442
,,,,9.108,12.08119883
,,,,9.109,12.1191201
,,,,9.11,12.15663598
,,,,9.111,12.19373423
,,,,9.112,12.23040278
,,,,9.113,12.26662966
,,,,9.114,12.30240319
,,,,9.115,12.33771193
,,,,9.116,12.37254481
,,,,9.117,12.40689118
,,,,9.118,12.44074087
,,,,9.119,12.47408425
,,,,9.12,12.5069123
,,,,9.121,12.53921667
,,,,9.122,12.57098975
,,,,9.123,12.60222471
,,,,9.124,12.63291556
,,,,9.125,12.66305723
,,,,9.126,12.69264555
,,,,9.127,12.72167738
,,,,9.128,12.75015056
,,,,9.129,12.778064
,,,,9.13,12.80541767
,,,,9.131,12.83221262
,,,,9.132,12.85845101
,,,,9.133,12.8841361
,,,,9.134,12.9092722
,,,,9.135,12.93386474
,,,,9.136,12.95792018
,,,,9.137,12.981446
,,,,9.138,13.00445066
,,,,9.139,13.0269436
,,,,9.14,13.0489351
,,,,9.141,13.07043631
,,,,9.142,13.09145915
,,,,9.143,13.11201625
,,,,9.144,13.1321209
,,,,9.145,13.15178694
,,,,9.146,13.17102873
,,,,9.147,13.18986105
,,,,9.148,13.20829905
,,,,9.149,13.22635815
,,,,9.15,13.24405399
,,,,9.151,13.26140235
,,,,9.152,13.27841909
,,,,9.153,13.29512008
,,,,9.154,13.31152115
,,,,9.155,13.32763803
,,,,9.156,13.34348632
,,,,9.157,13.3590814
,,,,9.158,13.37443843
,,,,9.159,13.3895723
,,,,9.16,13.40449761
,,,,9.161,13.41922863
,,,,9.162,13.43377928
,,,,9.163,13.44816313
,,,,9.164,13.46239338
,,,,9.165,13.47648284
,,,,9.166,13.49044397
,,,,9.167,13.5042888
